sample-data_dB1.csv   1 channel (mono)
One column per channel.
Sample Rate: 44100 Hz. Sample values on dB scale.
Length processed: 17088 samples 0.38748 seconds.


-45.05998
-39.32893
-32.63577
-36.77513
-40.17890
-40.07133
-44.41967
-44.37569
-52.69273
-39.15885
-41.52234
-50.05225
-50.93934
-38.28954
-39.03938
-47.63822
-39.52748
-50.48448
-46.33586
-32.04332
-47.26323
-29.82750
-34.64522
-34.98074
-38.62237
-30.28298
-27.95694
-44.82584
-29.30914
-30.70893
-55.50174
-31.80276
-55.82348
-33.95769
-35.80711
-26.36890
-53.91812
-25.89638
-31.23380
-30.97678
-39.08697
-29.04233
-41.15136
-28.65329
-29.76201
-38.11711
-30.18824
-39.11087
-33.16235
-35.62901
-35.45450
-37.72081
-35.23734
-31.44901
-29.56844
-47.63822
-42.92468
-40.37041
-65.70002
-32.76157
-51.72062
-33.40704
-44.59785
-39.40286
-47.83197
-45.10757
-38.71333
-36.73863
-44.87217
-32.78464
-37.74122
-29.52865
-46.55858
-39.91244
-43.50012
-37.24475
-48.94528
-39.23134
-44.91874
-37.65985
-63.46055
-39.67942
-51.92744
-34.76046
-31.79245
-51.92744
-34.46116
-33.16235
-48.23292
-35.42314
-41.52234
-40.50983
-42.59687
-47.70232
-36.92266
-33.40704
-49.01984
-34.01074
-40.82467
-33.63331
-36.10665
-31.48871
-36.50508
-31.96940
-39.65391
-34.50330
-34.29466
-28.92304
-44.64297
-38.42115
-43.74141
-29.73757
-29.98505
-40.76657
-30.18824
-49.40254
-31.21450
-33.67160
-33.10224
-28.27406
-63.46055
-32.23635
-36.97864
-48.94528
-35.61300
-32.17153
-33.04254
-35.66112
-33.28383
-42.99924
-37.38092
-49.64052
-37.86472
-41.81137
-35.85632
-36.20884
-43.78228
-43.18848
-39.70500
-37.63963
-36.24317
-41.71395
-32.86587
-48.51090
-35.16108
-37.57924
-28.93045
-45.90684
-31.02381
-39.06314
-30.99556
-84.28840
-35.53339
-48.79806
-33.71006
-62.70477
-48.03013
-38.09580
-31.86487
-28.42657
-37.61945
-27.63184
-53.16235
-28.54628
-57.63963
-28.64612
-70.30900
-32.71561
-43.26535
-34.44717
-46.84527
-41.06104
-52.80777
-36.27764
-51.41935
-34.10435
-53.78750
-29.66468
-48.09720
-27.74748
-46.33586
-29.95998
-41.58575
-34.46116
-36.57627
-44.64297
-33.91812
-42.70477
-34.86256
-70.30900
-39.62848
-41.77877
-31.57872
-33.28383
-32.94787
-29.17090
-45.25194
-29.69700
-52.24720
-34.46116
-39.32893
-27.72165
-45.70002
-28.68926
-42.85076
-37.45971
-50.30900
-34.07750
-43.38194
-50.39629
-68.03013
-43.78228
-48.30159
-40.62300
-42.04300
-35.32974
-45.70002
-29.37129
-45.34953
-29.36350
-33.10224
-32.10719
-33.27161
-37.30285
-35.95559
-38.20290
-38.35509
-32.80777
-51.32120
-30.62746
-43.78228
-31.30170
-42.28099
-28.73262
-57.05384
-30.80956
-40.56623
-27.58728
-42.59687
-27.14778
-45.30060
-29.62445
-53.40704
-34.39140
-53.40704
-36.26039
-62.00953
-48.65329
-36.57627
-51.41935
-46.50236
-48.94528
-37.36134
-38.07453
-37.18703
-37.76168
-48.37080
-47.32462
-59.93872
-43.11229
-46.01212
-63.07444
-42.49030
-41.18168
-33.10224
-38.66773
-31.11863
-90.30900
-35.95559
-46.50236
-37.05384
-35.98893
-29.45749
-38.24611
-36.22599
-49.80288
-30.72714
-43.98959
-33.87873
-49.17090
-40.68015
-47.32462
-60.76657
-39.96508
-48.44056
-41.68172
-43.98959
-31.84412
-61.68172
-38.13848
-32.56791
-42.96188
-31.63925
-40.42591
-34.86256
-37.01616
-43.94773
-39.93872
-41.61762
-38.11711
-48.30159
-49.40254
-43.86461
-34.44717
-40.85387
-46.22660
-37.14877
-42.96188
-37.18703
-32.23635
-30.80956
-33.12623
-32.26894
-34.89196
-36.34699
-70.30900
-42.11034
-37.51927
-39.80810
-32.68131
-49.40254
-36.48737
-33.36989
-35.32974
-38.87482
-40.91256
-45.34953
-38.71333
-35.58107
-38.33319
-32.08585
-40.94205
-34.25352
-43.15030
-41.81137
-33.99744
-30.40507
-46.33586
-28.34305
-44.68833
-25.20838
-47.26323
-23.42115
-44.82584
-21.31326
-48.37080
-21.57303
-44.33194
-25.32014
-36.03919
-29.74571
-33.60788
-29.07995
-32.24720
-30.89277
-31.03324
-30.33510
-28.26032
-45.34953
-28.84930
-45.59843
-31.37013
-34.73151
-33.58252
-28.68205
-34.93624
-27.89752
-30.57356
-28.97503
-30.85569
-30.69076
-38.64502
-55.50174
-54.18540
-37.86472
-36.81178
-35.62901
-30.01019
-37.03498
-29.41820
-40.56623
-31.80276
-43.34290
-32.42268
-39.75640
-41.97619
-44.33194
-49.64052
-59.67942
-44.77976
-40.97165
-42.70477
-32.93611
-36.92266
-33.46930
-34.48923
-32.87754
-43.22683
-36.46970
-50.75453
-53.28383
-39.32893
-41.30402
-50.84644
-41.55399
-41.36584
-43.94773
-32.37847
-42.63269
-29.30140
-41.18168
-33.48181
-42.96188
-33.77455
-34.26721
-43.11229
-44.50831
-46.50236
-57.05384
-37.16788
-36.36441
-31.42922
-31.02381
-28.64612
-39.30443
-29.52072
-41.24263
-28.01678
-42.81403
-28.70369
-37.65985
-28.00345
-29.37910
-27.58093
-30.62746
-30.54674
-29.56844
-35.93896
-29.32464
-30.07759
-30.81876
-30.47562
-34.70265
-39.47741
-48.44056
-38.96847
-41.49082
-31.55864
-49.72132
-34.99563
-36.99738
-29.07995
-45.30060
-27.51142
-41.64961
-26.63791
-45.49801
-28.61033
-36.94128
-31.09958
-50.75453
-33.34522
-33.56986
-37.32230
-39.80810
-42.96188
-39.75640
-84.28840
-35.45450
-48.23292
-46.06525
-40.70886
-39.35350
-50.39629
-37.86472
-41.39691
-33.12623
-48.16480
-44.41967
-42.88764
-52.35646
-49.40254
-36.88554
-40.88316
-35.69335
-41.27327
-41.52234
-45.01264
-38.46546
-47.20228
-43.03676
-32.88922
-54.32219
-28.57469
-36.81178
-29.14807
-32.29074
-33.04254
-35.88928
-30.39629
-42.56120
-32.16077
-33.13825
-43.15030
-33.12623
-37.40055
-30.94868
-31.15685
-26.34136
-32.43376
-25.89638
-35.98893
-25.40368
-34.30841
-27.82544
-40.48176
-29.38690
-37.76168
-33.48181
-34.34981
-33.87873
-36.38187
-33.22288
-36.95994
-48.72537
-37.99000
-53.91812
-38.80524
-49.01984
-46.90376
-33.11423
-40.70886
-31.72062
-37.20623
-26.07058
-28.10394
-26.99225
-29.06488
-35.79077
-36.05600
-34.11780
-29.81108
-31.84412
-30.71803
-39.75640
-50.93934
-33.53202
-49.64052
-35.85632
-46.33586
-36.77513
-53.40704
-31.73084
-29.17090
-32.30166
-31.10910
-33.11423
-39.28000
-29.62445
-29.45749
-68.03013
-28.92304
-40.07133
-29.86043
-32.29074
-29.69700
-30.79118
-33.00692
-38.11711
-35.14591
-31.03324
-31.14728
-32.90092
-39.23134
-37.96899
-37.11067
-42.81403
-36.00565
-37.49937
-42.85076
-42.00953
-56.86704
-39.50241
-35.95559
-32.76157
-32.87754
-28.15802
-28.41958
-26.57552
-26.70648
-28.50384
-27.30616
-36.41689
-26.75250
-39.50241
-26.20491
-42.92468
-30.23118
-30.50222
-30.74539
-25.63385
-37.28344
-29.66468
-36.63006
-31.18563
-64.73393
-34.21259
-42.74104
-41.27327
-45.49801
-37.96899
-37.72081
-37.26407
-44.68833
-29.85219
-35.34524
-30.41386
-37.61945
-33.05445
-46.78717
-38.09580
-57.63963
-46.96265
-36.17464
-34.28092
-38.71333
-30.69076
-45.30060
-33.76161
-39.28000
-29.84395
-45.01264
-28.30848
-41.27327
-27.72810
-47.44870
-28.75438
-39.03938
-27.51142
-36.77513
-26.90376
-35.93896
-28.61747
-38.31134
-31.37013
[-inf]
-30.72714
-39.86011
-33.48181
-46.55858
-34.22621
-33.17442
-32.87754
-29.43390
-30.82798
-29.41037
-32.70416
-29.54455
-33.23503
-34.48923
-34.30841
-44.87217
-33.36989
-44.28840
-30.93934
-42.21232
-35.01054
-35.79077
-38.51001
-41.15136
-33.50688
-39.60312
-32.84259
-33.64606
-32.80777
-26.90376
-34.65955
-29.75385
-46.61517
-37.26407
-43.07444
-43.26535
-37.70044
-53.53202
-47.02194
-43.61992
-53.65882
-33.99744
-36.07285
-38.22448
-34.77498
-32.57918
-30.58252
-28.47566
-25.83389
-28.32921
-26.94494
-28.25347
-29.48904
-31.33096
-31.14728
-29.90177
-56.86704
-28.01678
-35.56515
-28.03013
-38.94496
-30.93001
-53.53202
-32.22551
-48.87136
-46.55858
-32.15003
-41.87692
-31.04269
-35.64505
-32.66990
-43.07444
-34.44717
-50.48448
-43.38194
-54.89196
-58.26780
-44.37569
-31.35053
-33.62058
-31.24347
-49.17090
-32.79620
-53.78750
-42.04300
-51.03324
-55.50174
-55.19150
-46.39101
-57.24475
-54.60240
-32.10719
-60.76657
-28.05020
-43.98959
-29.64857
-53.40704
-26.81037
-46.22660
-27.17802
-39.62848
-30.73626
-42.99924
-34.77498
-35.61300
-37.90628
-30.42266
-38.57725
-29.69700
-40.48176
-37.90628
-33.15029
-49.40254
-42.21232
-41.30402
-48.37080
-41.81137
-49.09504
