sample-data.csv   1 channel (mono)
One column per channel.
Sample Rate: 44100 Hz. Sample values on linear scale.
Length processed: 17088 samples 0.38748 seconds.


0.00558
-0.01080
-0.02335
-0.01450
0.00980
0.00992
-0.00601
-0.00604
0.00232
0.01102
0.00839
0.00314
-0.00284
-0.01218
-0.01117
0.00415
0.01056
-0.00299
0.00482
0.02499
0.00433
-0.03226
-0.01852
0.01782
0.01172
-0.03061
-0.04001
0.00574
0.03424
0.02914
-0.00168
-0.02570
-0.00162
0.02005
-0.01620
-0.04803
-0.00201
0.05072
0.02744
-0.02826
-0.01111
0.03531
0.00876
-0.03693
-0.03250
0.01242
0.03094
-0.01108
-0.02197
0.01654
0.01688
-0.01300
-0.01730
0.02676
0.03323
-0.00415
-0.00714
0.00958
-0.00052
-0.02301
0.00259
0.02136
-0.00589
-0.01071
-0.00406
0.00555
0.01160
0.01456
-0.00571
-0.02295
0.01297
0.03339
0.00470
-0.01010
0.00668
0.01373
-0.00357
-0.01093
0.00568
0.01309
-0.00067
-0.01038
-0.00253
0.01828
0.02573
0.00253
-0.01892
-0.02197
0.00388
0.01694
0.00839
0.00943
0.00742
0.00412
0.01425
0.02136
-0.00354
-0.01993
0.00909
0.02081
-0.01566
-0.02664
0.01495
0.02521
-0.01041
-0.01883
0.01929
0.03580
0.00586
-0.01199
0.00650
0.03259
0.03168
-0.00916
-0.03094
-0.00339
0.02750
0.02072
-0.02213
-0.03857
-0.00067
0.02444
0.01416
0.00357
0.01657
0.02463
-0.02228
-0.01648
0.02167
0.00708
-0.01352
0.00330
0.01279
0.00812
0.01611
0.01547
0.00647
-0.00693
-0.01035
-0.01312
-0.01541
0.00821
0.02274
0.00375
-0.01746
0.01321
0.03577
-0.00507
-0.02811
0.01114
0.02820
0.00006
-0.01672
0.00363
0.02063
-0.00073
0.00397
0.01245
-0.02551
-0.03790
0.01315
0.04153
-0.00220
-0.03738
-0.00131
0.03696
0.00031
-0.02313
0.00687
0.01895
0.00455
-0.00885
-0.00229
0.01535
0.00269
-0.01971
0.00204
0.03287
-0.00394
-0.04099
0.00482
0.03177
-0.00833
-0.01892
0.01483
0.00586
-0.02014
0.00732
0.01807
0.00031
0.01044
0.00815
-0.02637
-0.02167
0.02252
0.03479
-0.00546
-0.03275
-0.00244
0.01892
-0.01080
-0.04111
0.00519
0.03677
0.00720
-0.01340
0.00305
0.01978
0.00677
0.00302
0.00040
0.00647
0.00385
-0.00931
-0.00790
0.01712
0.00519
-0.03400
-0.00540
0.03403
0.02213
-0.02481
-0.02170
0.01364
0.01593
0.01230
-0.01208
-0.02289
0.00272
0.02942
0.00647
-0.02722
0.00769
0.03659
-0.00140
-0.02881
0.00937
0.04175
-0.00742
-0.04391
0.00543
0.03302
0.00214
-0.01907
-0.00214
0.01538
0.00079
0.00369
0.01483
0.00269
0.00473
-0.00357
-0.01355
-0.01248
0.01382
0.01294
0.00381
0.00430
0.00101
0.00699
0.00500
0.00070
-0.00751
0.00873
0.02213
-0.01166
-0.02780
-0.00003
0.01593
-0.00473
-0.01404
0.01587
0.03366
0.01224
-0.01544
-0.00323
0.02908
0.00632
-0.02023
-0.00348
0.00925
0.00430
0.00092
0.01004
0.00378
-0.00824
0.00632
0.02557
-0.00082
-0.01239
